locus,oldLocus,gene,description,logFC,qvalue
VC_RS04160,VC0836; VC_0836,tcpE,toxin-coregulated pilus assembly protein TcpE,-0.711624298322121,0.164625686713965
VC_RS04165,VC0837; VC_0837,tcpF,colonization factor TcpF,-0.834488242543954,0.0027850523091753
VC_RS04170,VC0838; VC_0838,toxT,pilus/toxin transcriptional regulator ToxT,-0.48519778508039,0.411867455830032
VC_RS04175,VC0839; VC_0839,tcpJ,toxin-coregulated pilus pre-pilin peptidase TcpJ,-0.978576136607603,0.0207745536604495
VC_RS04180,VC0840; VC_0840,acfB,methyl-accepting chemotaxis protein AcfB,-0.955533755307485,0.0089942919710831
VC_RS04185,VC0841; VC_0841,acfC,accessory colonization factor AcfC,-0.317682308039549,0.109214972053457
VC_RS04190,VC0842; VC_0842,,RDD family protein,0.329119647817742,0.532837918393846
VC_RS04195,VC0843; VC_0843,,M23 family metallopeptidase,-0.446245453576514,0.177728298400905
VC_RS04200,VC0844; VC_0844,acfA,accessory colonization factor AcfA,-0.852130801896341,0.0272508155438168
VC_RS04205,VC0845; VC_0845,acfD,accessory colonization factor AcfD,-0.555649556293383,0.0084282583442604
VC_RS04215,,,IS5/IS1182 family transposase,-0.626370738351316,0.0416551424187982
VC_RS04220,VC0847; VC_0847,,integrase domain-containing protein,-1.03302613722787,0.436325582602087
VC_RS04230,VC0848; VC_0848,smpB,SsrA-binding protein SmpB,-0.0511722695591942,0.938212821859493
VC_RS04235,VC0849; VC_0849,,SRPBCC family protein,0.653108494910428,0.0045335667804732
VC_RS04240,VC0850; VC_0850,,RnfH family protein,0.773146262968791,0.0469273721672683
VC_RS04245,VC0851; VC_0851,bamE,outer membrane protein assembly factor BamE,0.149986167288542,0.816778091256085
VC_RS04250,VC0852; VC_0852,recN,DNA repair protein RecN,-0.866007250128269,0.427903343935123
VC_RS04255,VC0853; VC_0853,nadK,NAD(+) kinase,-0.0884305943029373,0.858655683283687
VC_RS04260,VC0854; VC_0854,grpE,nucleotide exchange factor GrpE,3.32690331809081,1.28872274264621e-06
VC_RS04265,VC0855; VC_0855,dnaK,molecular chaperone DnaK,3.10068422568926,6.51098711677409e-07
VC_RS04270,VC0856; VC_0856,dnaJ,molecular chaperone DnaJ,2.9783330090814,1.02802454246794e-06
VC_RS04275,VC0857; VC_0857,,type IV pilin protein,0.427719597833676,0.141383815247557
VC_RS04280,VC0858; VC_0858,,pilus assembly FimT family protein,1.32860490956899,0.0073627968839527
VC_RS04285,VC0859; VC_0859,,PulJ/GspJ family protein,1.19205891557508,0.0521510286174023
VC_RS04290,VC0860; VC_0860,,hypothetical protein,0.918789640635646,0.0138238747543284
VC_RS04295,VC0861; VC_0861,,type IV pilus modification PilV family protein,0.999375882468764,0.0223490167242634
VC_RS04300,VC0863; VC_0863,,AbgT family transporter,-1.9167497189566,6.22820340859743e-06
VC_RS04305,VC0864; VC_0864,tadA,tRNA adenosine(34) deaminase TadA,0.485604400108171,0.0861122338780896
VC_RS04310,VC0866; VC_0866,mltF,membrane-bound lytic murein transglycosylase MltF,0.629209247186774,0.0254943618969234
VC_RS04315,VC0868; VC_0868,,hypothetical protein,0.559614027348012,0.427308636891709
VC_RS04320,VC0869; VC_0869,purL,phosphoribosylformylglycinamidine synthase,-1.73842641670422,1.58958286323918e-05
VC_RS04325,VC0870; VC_0870,tnpA,IS200/IS605-like element IS1004 family transposase,-1.94847460550174,0.0005428808419882
VC_RS04330,VC0871; VC_0871,,DUF4250 domain-containing protein,-0.424300730495104,0.284129130874583
VC_RS04335,VC0872; VC_0872,,YaeP family protein,-0.37396771987341,0.664728712019322
VC_RS04340,VC0873; VC_0873,,tellurite resistance TerB family protein,1.94877151727626,0.0017095651354941
VC_RS04345,VC0875; VC_0875,,proline--tRNA ligase,-0.616726109706874,0.345396804325556
VC_RS04350,VC0876; VC_0876,tsaA,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,0.294358085167996,0.697441181463608
VC_RS04355,VC0878; VC_0878,,type B 50S ribosomal protein L31,-1.22428859494934,0.0724198751011133
VC_RS04360,VC0879; VC_0879,ykgO,type B 50S ribosomal protein L36,0.224464533730855,0.772442928223705
VC_RS04365,VC0880; VC_0880,,AbgT family transporter,-0.252782627677914,0.436403428722296
VC_RS04370,VC0881; VC_0881,,YaiI/YqxD family protein,-0.485505342399752,0.0871004412875297
VC_RS04375,VC0882; VC_0882,,hypothetical protein,-0.936438022203551,0.0012248956460924
VC_RS04380,VC0884; VC_0884,,GNAT family N-acetyltransferase,-0.231894189038474,0.504770373831222
VC_RS04385,VC0885; VC_0885,,DUF3301 domain-containing protein,2.97999864196174,5.78537717086102e-05
VC_RS04390,VC0886; VC_0886,,DUF3549 family protein,3.46996864447882,1.83098696763924e-06
VC_RS04395,VC0887; VC_0887,,YqcC family protein,-0.79717995595213,0.0010998495970821
VC_RS04400,VC0888; VC_0888,truC,tRNA pseudouridine(65) synthase TruC,-0.814857755345939,0.0003644159983073
VC_RS04405,VC0889; VC_0889,dxs,1-deoxy-D-xylulose-5-phosphate synthase,0.475474349975196,0.39315192418746
VC_RS04410,VC0890; VC_0890,ispA,"(2E,6E)-farnesyl diphosphate synthase",-0.107371711013878,0.805829863153782
VC_RS04415,VC0891; VC_0891,xseB,exodeoxyribonuclease VII small subunit,-0.217364867690212,0.434987147207543
VC_RS04420,VC0892; VC_0892,pomA,flagellar motor protein PomA,-0.799375517962735,0.0007468206160344
VC_RS04425,VC0893; VC_0893,,flagellar motor protein MotB,-0.349624277441439,0.0297960940621211
VC_RS04430,VC0894; VC_0894,thiI,tRNA uracil 4-sulfurtransferase ThiI,-1.65866227439827,2.05163382923934e-06
VC_RS04435,VC0896; VC_0896,,transcriptional regulator GcvA,-1.21537326318794,1.18698880439729e-05
VC_RS04440,VC0897; VC_0897,,DUF423 domain-containing protein,-0.4191679690985,0.150242863356907
VC_RS04445,VC0898; VC_0898,xni,flap endonuclease Xni,-0.225695278985073,0.258245700869279
VC_RS04450,VC0899; VC_0899,ppnN,nucleotide 5'-monophosphate nucleosidase PpnN,0.115468812577622,0.679403945319938
VC_RS04455,VC0900; VC_0900,,GGDEF domain-containing protein,0.687442762018983,0.0334560476434114
VC_RS04460,VC0901; VC_0901,,tetratricopeptide repeat protein,0.576712422434617,0.0424169471559116
VC_RS04465,VC0902; VC_0902,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,0.288248446235697,0.135192156300341
VC_RS04470,VC0903; VC_0903,syd,SecY-interacting protein,-0.154841501308905,0.523347949326805
VC_RS04475,VC0904; VC_0904,,Zn-ribbon-containing protein,-0.0513075620723629,0.80057757986792
VC_RS04480,VC0905; VC_0905,metQ,methionine ABC transporter substrate-binding lipoprotein MetQ,-1.0797311817472,0.0075365546821294
VC_RS04485,VC0906; VC_0906,,methionine ABC transporter permease,-1.24389293003168,0.0086924805102743
VC_RS04490,VC0907; VC_0907,metN,methionine ABC transporter ATP-binding protein MetN,-1.30973567582953,0.0795722324436718
VC_RS04495,VC0908; VC_0908,gmhB,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase",-0.0223727108354612,0.914062814101615
VC_RS04500,VC0909; VC_0909,treR,trehalose operon repressor TreR,-0.768374538306173,0.0010050754836886
VC_RS04505,VC0910; VC_0910,treB,PTS trehalose transporter subunit IIBC,-0.0338401104896226,0.906792101235811
VC_RS04510,VC0911; VC_0911,treC,"alpha,alpha-phosphotrehalase",-0.480282520817444,0.0431200272250126
VC_RS04540,VC0913; VC_0913,vexG,vibriobactin export RND transporter periplasmic adaptor subunit VexG,-0.0879790061944805,0.664728712019322
VC_RS04545,VC0914; VC_0914,vexH,vibriobactin export RND transporter permease subunit VexH,0.150960385126697,0.40979504546585
VC_RS04550,VC0916; VC_0916,vpsU,exopolysaccharide regulatory protein-tyrosine phosphatase VpsU,0.657021421883584,0.0072685750254626
VC_RS04555,VC0917; VC_0917,vpsA,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) VpsA,0.0188993664990012,0.941671167685922
VC_RS04560,VC0918; VC_0918,vpsB,UDP-N-acetyl-D-mannosamine dehydrogenase VpsB,-0.272937170279607,0.350332693671203
VC_RS04565,VC0919; VC_0919,vpsC,exopolysaccharide biosynthesis acetyltransferase VpsC,-0.435472601369156,0.118494242320597
VC_RS04570,VC0920; VC_0920,vpsD,exopolysaccharide biosynthesis glycosyltransferase VpsD,-0.233423223499407,0.274726417857759
VC_RS04575,VC0921; VC_0921,vpsE,exopolysaccharide biosynthesis flippase VpsE,0.223260721382584,0.211533172987019
VC_RS04580,VC0922; VC_0922,vpsF,exopolysaccharide biosynthesis protein VpsF,0.0080908580500809,0.969277227306995
VC_RS04585,VC0923; VC_0923,vpsG,exopolysaccharide biosynthesis acetyltransferase VpsG,0.13150439648601,0.65040823500462
VC_RS04590,VC0924; VC_0924,vpsH,exopolysaccharide biosynthesis protein VpsH,-0.0296220174337053,0.920597856496532
VC_RS04595,VC0925; VC_0925,vpsI,exopolysaccharide biosynthesis glycosyltransferase VpsI,-0.204668892266639,0.312112715436401
VC_RS04600,VC0926; VC_0926,vpsJ,exopolysaccharide biosynthesis protein VpsJ,-0.352782285181298,0.0838458731242839
VC_RS04605,VC0927; VC_0927,vpsK,exopolysaccharide biosynthesis glycosyltransferase VpsK,-0.682005600535646,0.0049359261695353
VC_RS04610,VC0928; VC_0928,rbmA,RbmA family biofilm matrix protein,0.89158098117177,0.0117526858917046
VC_RS04615,VC0929; VC_0929,rbmB,glycosyl hydrolase family 28-related protein,-0.320358004046084,0.344304805181411
VC_RS04620,VC0930; VC_0930,rbmC,beta-prism lectin domain-containing protein,0.694060906207584,0.0140266939156735
VC_RS04625,VC0931; VC_0931,rbmD,O-antigen ligase family protein,1.15291644406597,0.0003132365120709
VC_RS04630,VC0932; VC_0933,rbmEF,hypothetical protein,2.58163448886144,8.05845493058575e-06
VC_RS04635,VC0934; VC_0934,vpsL,exopolysaccharide biosynthesis glycosyltransferase VpsL,1.98877303909506,7.07241919730887e-06
VC_RS04640,VC0935; VC_0935,vpsM,exopolysaccharide biosynthesis beta-barrel protein VpsM,2.30052307386357,3.87746140107931e-05
VC_RS04645,VC0936; VC_0936,vpsN,exopolysaccharide export protein VpsN,2.22712422026656,4.64309478352605e-06
VC_RS04650,VC0937; VC_0937,vpsO,exopolysaccharide regulatory tyrosine autokinase VpsO,1.45248204198801,4.03314992592295e-05
VC_RS04655,VC0938; VC_0938,vpsP,exopolysaccharide biosynthesis protein VpsP,1.97871412148447,0.0001163503857697
VC_RS04660,VC0939; VC_0939,vpsQ,exopolysaccharide biosynthesis protein VpsQ,1.05979289863202,0.0009186554894369
VC_RS04665,VC0940; VC_0940,,YitT family protein,1.71980466734108,0.0003151808686477
VC_RS04670,VC0941; VC_0941,glyA,serine hydroxymethyltransferase,-0.3695297842736,0.072971824642746
VC_RS04675,VC0942; VC_0942,,hypothetical protein,0.84315218572898,0.0004947211632331
VC_RS04680,VC0943; VC_0943,lipA,lipoyl synthase,-0.926214304165699,0.0020553230812673
VC_RS04685,VC0944; VC_0944,lipB,lipoyl(octanoyl) transferase LipB,-0.417302460939692,0.0419578892381664
VC_RS04690,VC0945; VC_0945,ybeD,DUF493 family protein YbeD,-0.105973035863179,0.75911801206728
VC_RS04695,VC0947; VC_0947,,serine hydrolase,1.01177602228568,0.0019145232541353
VC_RS04700,VC0948; VC_0948,rlpA,septal ring lytic transglycosylase RlpA,0.573340778068155,0.0131714912025964
VC_RS04705,VC0949; VC_0949,mrdB,peptidoglycan glycosyltransferase MrdB,0.007849628518356,0.978884465743012
VC_RS04710,VC0950; VC_0950,mrdA,penicillin-binding protein 2,-0.488613218117057,0.545136823165063
VC_RS04715,VC0951; VC_0951,rlmH,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,-0.868295818480875,0.0001464715547824
VC_RS04720,VC0952; VC_0952,rsfS,ribosome silencing factor,-0.257707645440871,0.334206715634396
VC_RS04725,VC0953; VC_0953,holA,DNA polymerase III subunit delta,0.537557090527776,0.0834427371466142
VC_RS04730,VC0954; VC_0954,lptE,LPS assembly lipoprotein LptE,0.397465258723686,0.0333193383634602
VC_RS04735,VC0956; VC_0956,leuS,leucine--tRNA ligase,-0.520103233136261,0.0555135684864827
VC_RS04740,VC0957; VC_0957,,zinc ribbon-containing protein,1.22925580381943,0.0005606746201515
VC_RS04745,VC0958; VC_0958,lnt,apolipoprotein N-acyltransferase,-0.768790480116509,0.0020531313600361
VC_RS04750,VC0959; VC_0959,corC,CNNM family magnesium/cobalt transport protein CorC,0.326017194118177,0.168899700325602
VC_RS04755,VC0960; VC_0960,ybeY,rRNA maturation RNase YbeY,0.536455704061834,0.0065364250067419
VC_RS04760,VC0961; VC_0961,,PhoH family protein,-0.142120130801489,0.637500426766446
VC_RS04765,VC0962; VC_0962,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,-1.39220237376495,0.0001137625774442
VC_RS04770,VC0963; VC_0963,,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",0.39753745627656,0.0468272587549238
VC_RS04775,VC0964; VC_0964,crr,PTS glucose transporter subunit IIA,0.0192051238298431,0.948329908495496
VC_RS04780,VC0965; VC_0965,ptsI,phosphoenolpyruvate-protein phosphotransferase PtsI,0.646611393701327,0.0068637542950989
VC_RS04785,VC0966; VC_0966,,HPr family phosphocarrier protein,0.96113880151632,0.0011340937604614
VC_RS04790,VC0968; VC_0968,cysK,cysteine synthase A,1.20959572570029,0.0001599136225961
VC_RS04795,VC0969; VC_0969,cysZ,sulfate transporter CysZ,0.939695242760026,0.0002903486083452
VC_RS04800,VC0970; VC_0970,zipA,cell division protein ZipA,0.443101293286391,0.0097516844971345
VC_RS04805,VC0971; VC_0971,ligA,NAD-dependent DNA ligase LigA,0.275231255346117,0.0634547179392805
VC_RS04810,VC0972; VC_0972,chiP,chitoporin,1.29083368231592,0.0001613084156108
VC_RS04815,VC0973; VC_0973,,hypothetical protein,0.851014356712648,0.0020592775384141
VC_RS04820,VC0974; VC_0974,cueR,Cu(I)-responsive transcriptional regulator,0.650501738934302,0.0059411252996893
VC_RS04825,VC0975; VC_0975,,NfeD family protein,-0.634629975810934,0.0148766052197451
VC_RS04830,VC0976; VC_0976,,SPFH domain-containing protein,-1.21590029372756,0.0009487645331554
VC_RS04835,VC0977; VC_0977,,co-chaperone YbbN,2.18124416075193,8.1294582605285e-06
VC_RS04840,VC0979; VC_0979,,SDR family oxidoreductase,-0.819813226811016,0.014062038597502
VC_RS04845,VC0980; VC_0980,,TIGR01777 family oxidoreductase,0.0518794722804284,0.859224678874751
VC_RS04850,VC0981; VC_0981,yfcE,phosphodiesterase,0.578889610208035,0.0072604583273213
VC_RS04855,VC0982; VC_0982,,SelT/SelW/SelH family protein,-0.261236180325701,0.539218063293047
VC_RS04860,VC0983; VC_0983,toxS,transmembrane regulator ToxS,0.411685519396688,0.135166033935917
VC_RS04865,VC0984; VC_0984,,winged helix-turn-helix domain-containing protein,-0.594454072067723,0.0146065666621377
VC_RS04870,VC0985; VC_0985,htpG,molecular chaperone HtpG,4.82632197772745,1.06073254990223e-07
VC_RS04875,VC0986; VC_0986,adk,adenylate kinase,0.156922786565214,0.457314574402586
VC_RS04880,VC0987; VC_0987,hemH,ferrochelatase,-0.529745069512062,0.0057495542023525
VC_RS04885,VC0988; VC_0988,dtpA,dipeptide/tripeptide permease DtpA,0.408783476968783,0.434218633346684
VC_RS04890,VC0990; VC_0990,rfaH,transcription/translation regulatory transformer protein RfaH,0.71108744973081,0.0061807277144812
VC_RS04895,VC0991; VC_0991,asnB,asparagine synthase B,-2.04049436843974,1.80831802572771e-05
VC_RS04900,VC0992; VC_0992,,cation:proton antiporter,-1.33057676366792,1.92579014895894e-05
VC_RS04905,VC0993; VC_0993,,DNA-binding transcriptional regulator NagC,1.00140976161243,0.0091714116709578
VC_RS04910,VC0994; VC_0994,nagA,N-acetylglucosamine-6-phosphate deacetylase,-0.345608868361877,0.34561082399835
VC_RS04915,VC0995; VC_0995,nagE,N-acetylglucosamine-specific PTS transporter subunit IIBC,0.492913965257861,0.0334560476434114
VC_RS04920,VC0997; VC_0997,glnS,glutamine--tRNA ligase,-0.174949548519572,0.378453887469331
VC_RS04925,VC0998; VC_0998,hubP,polar hub landmark protein HubP,-0.0981992057206266,0.544823972616986
VC_RS04930,VC0999; VC_0999,truA,tRNA pseudouridine(38-40) synthase TruA,-0.19672372725273,0.379032432169054
VC_RS04935,VC1000; VC_1000,accD,"acetyl-CoA carboxylase, carboxyltransferase subunit beta",0.648111305211624,0.0069555845317358
VC_RS04940,VC1001; VC_1001,folC,bifunctional tetrahydrofolate synthase/dihydrofolate synthase,-0.807865958172311,0.0002338071221731
VC_RS04945,VC1002; VC_1002,,SPOR domain-containing protein,-0.0657609974649835,0.766466031421771
VC_RS04950,VC1003; VC_1003,,CvpA family protein,-1.21608051271534,2.91131517043772e-05
VC_RS04955,VC1004; VC_1004,purF,amidophosphoribosyltransferase,-1.62132674087313,4.91593835068502e-06
VC_RS04960,VC1005; VC_1005,,Na+/H+ antiporter family protein,-2.0802593412867,2.31552899782741e-06
VC_RS04965,VC1006; VC_1006,rnt,ribonuclease T,-1.03192729282166,0.0039852485826067
VC_RS04970,VC1008; VC_1008,,flagellar protein MotY,0.913675650131363,0.0087540520983444
VC_RS04975,VC1009; VC_1009,,DUF2753 domain-containing protein,-1.00640589744656,0.0057328439585101
VC_RS04980,VC1010; VC_1010,gloA,lactoylglutathione lyase,-0.156843980715175,0.508102795600642
VC_RS04985,VC1011; VC_1011,nth,endonuclease III,-0.357629877932441,0.053423285056098
VC_RS04990,VC1012; VC_1012,,electron transport complex subunit E,-1.40247531186578,0.0190813724483747
VC_RS04995,VC1013; VC_1013,rsxG,electron transport complex subunit RsxG,-0.674065105885382,0.0309096105658287
VC_RS05000,VC1014; VC_1014,rsxD,electron transport complex subunit RsxD,-0.366453146896207,0.112192033018641
VC_RS05005,VC1015; VC_1015,rsxC,electron transport complex subunit RsxC,-0.308596289409876,0.0400332051499193
VC_RS05010,VC1016; VC_1016,rsxB,electron transport complex subunit RsxB,-0.644900634898618,0.0738114256335176
VC_RS05015,VC1017; VC_1017,rsxA,electron transport complex subunit RsxA,-0.873717535707969,0.149331686810258
VC_RS05025,VC1018; VC_1018,uvrB,excinuclease ABC subunit UvrB,0.755099741563457,0.0003513028649224
VC_RS05030,VC1021; VC_1021,luxO,quorum-sensing sigma-54 dependent transcriptional regulator LuxO,0.546691228982713,0.0030586956682964
VC_RS05035,VC1022; VC_1022,luxU,quorum-sensing phosphorelay protein LuxU,0.816265026837582,0.0001706773612692
VC_RS05040,VC1023; VC_1023,,YvcK family protein,0.261973360906806,0.619374327616461
VC_RS05045,VC1024; VC_1024,moaA,"GTP 3',8-cyclase MoaA",-0.925668900012572,0.0011340937604614
VC_RS05050,VC1025; VC_1025,moaB,molybdenum cofactor biosynthesis protein B,0.0997531266055123,0.582167274062295
VC_RS05055,VC1026; VC_1026,moaC,cyclic pyranopterin monophosphate synthase MoaC,0.188442902672695,0.423210480267117
VC_RS05060,VC1027; VC_1027,moaD,molybdopterin synthase sulfur carrier subunit,0.246367758448617,0.669449307567446
VC_RS05065,VC1028; VC_1028,moaE,molybdopterin synthase catalytic subunit MoaE,0.128734991377956,0.603462161517826
VC_RS05070,VC1029; VC_1029,,GGDEF domain-containing protein,2.64922191043316,1.81292652054901e-06
VC_RS05075,VC1031; VC_1031,,CBS domain-containing protein,2.61856789629822,7.07241919730887e-06
VC_RS05080,VC1033; VC_1033,,zinc/cadmium/mercury/lead-transporting ATPase,0.522110013796594,0.220593045867405
VC_RS05085,VC1034; VC_1034,udp,uridine phosphorylase,-0.568386629976209,0.0483749487047092
VC_RS05090,VC1035; VC_1035,,hypothetical protein,2.35332728218233,0.0512132851241333
VC_RS05095,VC1036; VC_1036,metG,methionine--tRNA ligase,-0.5825042112402,0.0084528828653278
VC_RS05100,VC1037; VC_1037,apbC,iron-sulfur cluster carrier protein ApbC,0.825321150687182,0.0003503022539879
VC_RS05105,VC1038; VC_1038,udk,uridine kinase,-0.0411642381978575,0.87743500408231
VC_RS05110,VC1039; VC_1039,,AsmA family protein,1.3659681561493,2.77954199562971e-05
VC_RS05115,VC1040; VC_1040,cobO,"cob(I)yrinic acid a,c-diamide adenosyltransferase",-0.810360703710987,0.0103796414059593
VC_RS05120,VC1041; VC_1041,,low molecular weight protein-tyrosine-phosphatase,0.0259606953977822,0.920625976074009
VC_RS05125,VC1042; VC_1042,,outer membrane protein transport protein,-0.0813446463720627,0.7923932293703
